"Subtype","host.target.pair","hits.count","host.acc.","phages.targeted","target.acc.","hosts.targeting","PPS_location","Spacers"
"I-C","GCF_000262245.1$5_996701-1035976_ACZY00000000_PHAGE_Mannhe_phiMHaA1$I-C",2,"GCF_000262245.1",4,"5_996701-1035976_ACZY00000000_PHAGE_Mannhe_phiMHaA1$RevComp$",1,32660,"c(4, 2)"
"I-F","GCF_000367985.1$1_1390977-1437871_ACPM00000000_PHAGE_Entero_mEp235$I-F",2,"GCF_000367985.1",1,"1_1390977-1437871_ACPM00000000_PHAGE_Entero_mEp235$RevComp$",2,43397,"c(4, 3)"
"II-A","GCF_000288935.1$2_298366-337011_AEQQ00000000_PHAGE_Strept_1$II-C",2,"GCF_000288935.1",1,"2_298366-337011_AEQQ00000000_PHAGE_Strept_1$RevComp$",1,8223,"c(4, 2)"
"I-F","GCF_001631805.1$3_4277667-4295751_AEXB00000000_PHAGE_Entero_PsP3$I-F",2,"GCF_001631805.1",3,"3_4277667-4295751_AEXB00000000_PHAGE_Entero_PsP3$RevComp$",1,10522,"c(4, 3)"
"I-E","GCF_001811565.1$3_2599845-2619401_ACLH00000000_PHAGE_Mycoba_Brujita$I-E",2,"GCF_001811565.1",1,"3_2599845-2619401_ACLH00000000_PHAGE_Mycoba_Brujita$RevComp$",1,9336,"c(4, 1)"
"I-E","GCF_000375125.1$1_577223-631320_NC_009380_PHAGE_Strept_phiHau3$I-E",2,"GCF_000375125.1",1,"1_577223-631320_NC_009380_PHAGE_Strept_phiHau3$RevComp$",1,19732,"c(4, 3)"
"II-A","GCF_000155915.2$3300007941_____Ga0114258_10034$II-A",2,"GCF_000155915.2",1,"3300007941_____Ga0114258_10034$RevComp$",1,6314,"c(4, 3)"
"I-B","GCF_000381365.1$7000000690_____SRS055982_Baylor_scaffold_290$I-B",2,"GCF_000381365.1",1,"7000000690_____SRS055982_Baylor_scaffold_290$RevComp$",1,24318,"c(4, 1)"
"II-C","GCF_002209445.1$7000000706_____SRS024021_Baylor_scaffold_20183$II-C",2,"GCF_002209445.1",3,"7000000706_____SRS024021_Baylor_scaffold_20183$RevComp$",1,27200,"c(3, 1)"
"I-C","GCF_001837185.1$7000000039_____SRS013164_Baylor_scaffold_51813$I-C",2,"GCF_001837185.1",2,"7000000039_____SRS013164_Baylor_scaffold_51813$RevComp$",1,50878,"c(3, 2)"
"I-F","GCF_000481525.1$KM389226$I-F",3,"GCF_000481525.1",2,"KM389226$RevComp$",1,628,"c(3, 2, 1)"
"I-B","GCF_001587555.1$KP144388$I-B",2,"GCF_001587555.1",2,"KP144388$RevComp$",2,10880,"c(3, 1)"
"I-F","GCF_000429845.1$8_4483010-4517047_CP000884.1_PHAGE_phiJL001$I-F",2,"GCF_000429845.1",1,"8_4483010-4517047_CP000884.1_PHAGE_phiJL001$RevComp$",1,17769,"c(3, 2)"
"I-F","GCF_000015345.1$1_809351-829300_NC_009446_PHAGE_Stenot_S1$I-F",2,"GCF_000015345.1",1,"1_809351-829300_NC_009446_PHAGE_Stenot_S1$RevComp$",1,4867,"c(3, 1)"
"I-F","GCF_001460855.1$3_2273649-2303306_ADOG00000000_PHAGE_Aggreg_S1249$I-F",2,"GCF_001460855.1",1,"3_2273649-2303306_ADOG00000000_PHAGE_Aggreg_S1249$RevComp$",1,6997,"c(3, 1)"
"I-E","GCF_000190855.1$5_2045918-2089366_NC_022648_PHAGE_Pectob_ZF40_NC_019522(13)$I-E",3,"GCF_000190855.1",1,"5_2045918-2089366_NC_022648_PHAGE_Pectob_ZF40_NC_019522(13)$RevComp$",1,6612,"c(3, 2, 1)"
"I-C","GCF_001619665.1$2_85598-99829_ATLP01000118.1_PHAGE_Pseudo_phiPSA1_NC_024365(2)$I-C",2,"GCF_001619665.1",1,"2_85598-99829_ATLP01000118.1_PHAGE_Pseudo_phiPSA1_NC_024365(2)$RevComp$",1,3899,"c(3, 2)"
"II-A","GCF_000288775.1$1_1590-32389_AAFV00000000_PHAGE_Strept_5$II-C",2,"GCF_000288775.1",1,"1_1590-32389_AAFV00000000_PHAGE_Strept_5$RevComp$",1,2932,"c(3, 1)"
"II-C","GCF_000613785.1$3300011985_____Ga0119793_1001351$II-C",2,"GCF_000613785.1",1,"3300011985_____Ga0119793_1001351$RevComp$",1,13459,"c(3, 2)"
"I-C","GCF_000307395.1$7000000417_____C2692236$I-C",2,"GCF_000307395.1",1,"7000000417_____C2692236$RevComp$",1,19353,"c(3, 1)"
"I-C","GCF_000315505.1$3300019373_____Ga0187895_1001112$I-C",2,"GCF_000315505.1",1,"3300019373_____Ga0187895_1001112$RevComp$",1,20625,"c(3, 2)"
"I-E","GCF_000461535.1$7_1361282-1379721_AFDY00000000_PHAGE_Entero_P2$I-E",2,"GCF_000461535.1",2,"7_1361282-1379721_AFDY00000000_PHAGE_Entero_P2$RevComp$",4,7079,"c(2, 1)"
"I-B","GCF_001806735.1$6_4087426-4138726_ABHG00000000_PHAGE_Clostr_phiMMP04$I-B",2,"GCF_001806735.1",1,"6_4087426-4138726_ABHG00000000_PHAGE_Clostr_phiMMP04$RevComp$",1,8678,"c(2, 1)"
"I-B","GCF_000450785.2$15_4258052-4308865_ADEJ00000000_PHAGE_Clostr_phiC2$I-B",2,"GCF_000450785.2",3,"15_4258052-4308865_ADEJ00000000_PHAGE_Clostr_phiC2$RevComp$",1,12986,"c(2, 1)"
"II-A","GCF_000008925.1$merged_GCF_000143435.1$1_1759682-1856895_ACSE00000000_PHAGE_Lactoc_lato",2,"GCF_000008925.1$merged_GCF_000143435.1",1,"1_1759682-1856895_ACSE00000000_PHAGE_Lactoc_lato",1,94792,"c(22, 14)"
"I-E","GCF_000009765.2$merged_GCF_001514135.1$AJ006589$RevComp$",2,"GCF_000009765.2$merged_GCF_001514135.1",1,"AJ006589$RevComp$",1,14535,"c(33, 28)"
"II-A","GCF_000712515.1$merged_GCF_000011045.1$4_2047031-2085089_NC_021721_PHAGE_Lactob_phiJL_1(15)",2,"GCF_000712515.1$merged_GCF_000011045.1",1,"4_2047031-2085089_NC_021721_PHAGE_Lactob_phiJL_1(15)",1,16695,"c(11, 6)"
"II-A","GCF_000712515.1$merged_GCF_000712505.1$merged_GCF_000011045.1$2_1553954-1596664_CP006690_PHAGE_Lactob_J_1_NC_022756(23)$RevComp$",4,"GCF_000712515.1$merged_GCF_000712505.1$merged_GCF_000011045.1",1,"2_1553954-1596664_CP006690_PHAGE_Lactob_J_1_NC_022756(23)$RevComp$",1,16558,"c(7, 4, 3, 1)"
"II-A","GCF_000011045.1$merged_GCF_000712505.1$merged_GCF_000712515.1$3300014520_____Ga0169862_10516$RevComp$",3,"GCF_000011045.1$merged_GCF_000712505.1$merged_GCF_000712515.1",1,"3300014520_____Ga0169862_10516$RevComp$",1,14449,"c(4, 3, 1)"
"II-C","GCF_000334175.1$merged_GCF_000014105.1$3_1420886-1457871_ABZO00000000_PHAGE_Thermo_THSA_485A$RevComp$",2,"GCF_000334175.1$merged_GCF_000014105.1",1,"3_1420886-1457871_ABZO00000000_PHAGE_Thermo_THSA_485A$RevComp$",2,2139,"c(9, 8)"
"I-B","GCF_000014125.1$merged_GCF_000725865.2$1_1146-39381_CP002414_PHAGE_Clostr_phiCD6356(13)$RevComp$",3,"GCF_000014125.1$merged_GCF_000725865.2",1,"1_1146-39381_CP002414_PHAGE_Clostr_phiCD6356(13)$RevComp$",1,15243,"c(25, 22, 18)"
"I-F","GCF_000014625.1$merged_GCF_000404265.1$AP009624$RevComp$",3,"GCF_000014625.1$merged_GCF_000404265.1",1,"AP009624$RevComp$",1,41086,"c(16, 14, 9)"
"I-F","GCF_000014625.1$merged_GCF_000404265.1$merged_GCF_001809805.1$KM389247$RevComp$",3,"GCF_000014625.1$merged_GCF_000404265.1$merged_GCF_001809805.1",1,"KM389247$RevComp$",1,17269,"c(7, 5, 4)"
"I-F","GCF_000020405.1$merged_GCF_000178635.1$1_75767-106940_AE017143_PHAGE_Escher_D108_NC_013594(12)",2,"GCF_000020405.1$merged_GCF_000178635.1",1,"1_75767-106940_AE017143_PHAGE_Escher_D108_NC_013594(12)",1,16366,"c(15, 13)"
"I-F","GCF_000021145.1$merged_GCF_000302275.1$1_62481-138679_AEPA00000000_PHAGE_Acinet_Bphi_B1251$RevComp$",2,"GCF_000021145.1$merged_GCF_000302275.1",1,"1_62481-138679_AEPA00000000_PHAGE_Acinet_Bphi_B1251$RevComp$",1,30562,"c(30, 27)"
"I-B","GCF_000218305.1$merged_GCF_000209755.1$merged_GCF_000021185.1$2_680825-719174_NC_018591_PHAGE_Lister_A006",3,"GCF_000218305.1$merged_GCF_000209755.1$merged_GCF_000021185.1",1,"2_680825-719174_NC_018591_PHAGE_Lister_A006",1,17418,"c(16, 8, 2)"
"I-C","GCF_000771725.1$merged_GCF_000024445.1$1_2051152-2092043_ACCG00000000_PHAGE_Microb_Min1$RevComp$",2,"GCF_000771725.1$merged_GCF_000024445.1",1,"1_2051152-2092043_ACCG00000000_PHAGE_Microb_Min1$RevComp$",3,13616,"c(64, 58)"
"I-E","GCF_000026325.1$merged_GCF_000408845.1$6_1338667-1367773_AFDY00000000_PHAGE_Entero_mEp237$RevComp$",2,"GCF_000026325.1$merged_GCF_000408845.1",1,"6_1338667-1367773_AFDY00000000_PHAGE_Entero_mEp237$RevComp$",4,23628,"c(16, 11)"
"I-E","GCF_000144895.1$merged_GCF_000145055.1$KR337643",5,"GCF_000144895.1$merged_GCF_000145055.1",1,"KR337643",1,5398,"c(7, 6, 5, 4, 3)"
"II-A","GCF_000147535.1$merged_GCF_000157235.1$3_1539111-1580716_HF558530.1_PHAGE_Temper_1",2,"GCF_000147535.1$merged_GCF_000157235.1",1,"3_1539111-1580716_HF558530.1_PHAGE_Temper_1",1,33464,"c(7, 3)"
"II-A","GCF_000396865.1$merged_GCF_000147535.1$merged_GCF_000157235.1$merged_GCF_000281195.1$2_543988-570183_AEBJ00000000_PHAGE_Entero_phiEf11$RevComp$",2,"GCF_000396865.1$merged_GCF_000147535.1$merged_GCF_000157235.1$merged_GCF_000281195.1",1,"2_543988-570183_AEBJ00000000_PHAGE_Entero_phiEf11$RevComp$",1,7707,"c(7, 5)"
"I-F","GCF_000152445.1$merged_GCF_000176715.1$2_2005857-2039495_AAUT00000000_PHAGE_Entero_Mu",2,"GCF_000152445.1$merged_GCF_000176715.1",1,"2_2005857-2039495_AAUT00000000_PHAGE_Entero_Mu",1,17958,"c(72, 67)"
"I-C","GCF_000153645.1$merged_GCF_000443105.1$2_852629-908141_CP006573_PHAGE_Entero_mEp460(13)$RevComp$",2,"GCF_000153645.1$merged_GCF_000443105.1",1,"2_852629-908141_CP006573_PHAGE_Entero_mEp460(13)$RevComp$",1,44426,"c(12, 10)"
"II-C","GCF_000154265.1$merged_GCF_000833355.1$1_1011763-1046022_CP002558_PHAGE_Stenot_S1",3,"GCF_000154265.1$merged_GCF_000833355.1",1,"1_1011763-1046022_CP002558_PHAGE_Stenot_S1",1,9066,"c(6, 5, 4)"
"II-C","GCF_000157475.1$merged_GCF_000519825.1$merged_GCF_000519805.1$merged_GCF_000519565.1$3_1478636-1527276_ACAQ00000000_PHAGE_Lister_B025",3,"GCF_000157475.1$merged_GCF_000519825.1$merged_GCF_000519805.1$merged_GCF_000519565.1",1,"3_1478636-1527276_ACAQ00000000_PHAGE_Lister_B025",1,11374,"c(10, 9, 8)"
"I-F","GCF_000341985.1$merged_GCF_000162295.1$merged_GCF_000302135.1$4_3180594-3223393_CP010781_PHAGE_Acinet_Bphi_B1251_NC_019541(11)",5,"GCF_000341985.1$merged_GCF_000162295.1$merged_GCF_000302135.1",1,"4_3180594-3223393_CP010781_PHAGE_Acinet_Bphi_B1251_NC_019541(11)",1,6584,"c(61, 56, 41, 18, 17)"
"II-A","GCF_000166795.1$merged_GCF_001742375.1$1_48438-95028_ACGZ00000000_PHAGE_Lactob_Sha1$RevComp$",2,"GCF_000166795.1$merged_GCF_001742375.1",1,"1_48438-95028_ACGZ00000000_PHAGE_Lactob_Sha1$RevComp$",1,2368,"c(13, 7)"
"I-F","GCF_000167095.1$merged_GCF_000015885.1$2_2172701-2264986_ADOF00000000_PHAGE_Haemop_SuMu",5,"GCF_000167095.1$merged_GCF_000015885.1",1,"2_2172701-2264986_ADOF00000000_PHAGE_Haemop_SuMu",1,13740,"c(20, 14, 13, 12, 8)"
"II-A","GCF_000585795.1$merged_GCF_000168535.1$1_1709885-1747800_AARU00000000_PHAGE_Lister_A500$RevComp$",4,"GCF_000585795.1$merged_GCF_000168535.1",1,"1_1709885-1747800_AARU00000000_PHAGE_Lister_A500$RevComp$",1,27723,"c(11, 10, 3, 2)"
"I-B","GCF_000168595.2$merged_GCF_002213865.1$merged_GCF_002213845.1$3_979115-998347_AARK00000000_PHAGE_Lister_B025",2,"GCF_000168595.2$merged_GCF_002213865.1$merged_GCF_002213845.1",1,"3_979115-998347_AARK00000000_PHAGE_Lister_B025",1,9022,"c(8, 3)"
"II-A","GCF_000568475.1$merged_GCF_000307045.1$merged_GCF_002214145.1$merged_GCF_002214125.1$merged_GCF_000743465.1$merged_GCF_000582845.1$merged_GCF_000168695.2$KP399677$RevComp$",2,"GCF_000568475.1$merged_GCF_000307045.1$merged_GCF_002214145.1$merged_GCF_002214125.1$merged_GCF_000743465.1$merged_GCF_000582845.1$merged_GCF_000168695.2",1,"KP399677$RevComp$",1,2122,"c(2, 1)"
"I-E","GCF_000171495.1$merged_GCF_001612515.1$5_4188447-4200552_ABEH00000000_PHAGE_Salmon_ST64B(6)$RevComp$",2,"GCF_000171495.1$merged_GCF_001612515.1",1,"5_4188447-4200552_ABEH00000000_PHAGE_Salmon_ST64B(6)$RevComp$",1,2293,"c(7, 1)"
"I-E","GCF_000173695.1$merged_GCF_001535365.1$AB362338",2,"GCF_000173695.1$merged_GCF_001535365.1",1,"AB362338",1,24193,"c(39, 30)"
"I-F","GCF_000173775.1$merged_GCF_000834455.1$4_1908477-1957745_ACCA00000000_PHAGE_Entero_mEp460$RevComp$",2,"GCF_000173775.1$merged_GCF_000834455.1",1,"4_1908477-1957745_ACCA00000000_PHAGE_Entero_mEp460$RevComp$",1,41750,"c(5, 1)"
"I-E","GCF_000174235.1$merged_GCF_000518145.1$merged_GCF_001471585.1$2_1418364-1456993_AATY00000000_PHAGE_Vibrio_VHML",3,"GCF_000174235.1$merged_GCF_000518145.1$merged_GCF_001471585.1",1,"2_1418364-1456993_AATY00000000_PHAGE_Vibrio_VHML",2,29130,"c(11, 10, 8)"
"II-C","GCF_000327965.2$merged_GCF_000327685.2$merged_GCF_000191185.1$merged_GCF_000328205.2$merged_GCF_000327645.2$merged_GCF_000387125.2$3300007123_____Ga0102684_101263",2,"GCF_000327965.2$merged_GCF_000327685.2$merged_GCF_000191185.1$merged_GCF_000328205.2$merged_GCF_000327645.2$merged_GCF_000387125.2",1,"3300007123_____Ga0102684_101263",1,8295,"c(7, 5)"
"III-A$merged_II-C","GCF_000321285.1$merged_GCF_000191565.1$1_94714-144602_CP003388_PHAGE_Riemer_RAP44$RevComp$",5,"GCF_000321285.1$merged_GCF_000191565.1",1,"1_94714-144602_CP003388_PHAGE_Riemer_RAP44$RevComp$",1,9650,"c(6, 5, 4, 3, 2)"
"I-E","GCF_000194415.1$merged_GCF_000352585.1$5_2045918-2095388_CP006784.1_PHAGE_Pectob_ZF40_NC_019522(13)",2,"GCF_000194415.1$merged_GCF_000352585.1",1,"5_2045918-2095388_CP006784.1_PHAGE_Pectob_ZF40_NC_019522(13)",2,25663,"c(5, 4)"
"I-F","GCF_000327225.3$merged_GCF_000305055.2$merged_GCF_000305545.2$merged_GCF_000305195.2$merged_GCF_000305015.2$merged_GCF_000305645.2$merged_GCF_000305525.2$merged_GCF_000221445.1$1_735962-764529_AAUS00000000_PHAGE_Vibrio_CTX$RevComp$",2,"GCF_000327225.3$merged_GCF_000305055.2$merged_GCF_000305545.2$merged_GCF_000305195.2$merged_GCF_000305015.2$merged_GCF_000305645.2$merged_GCF_000305525.2$merged_GCF_000221445.1",1,"1_735962-764529_AAUS00000000_PHAGE_Vibrio_CTX$RevComp$",2,26329,"c(33, 8)"
"I-C","GCF_000223925.1$merged_GCF_000223945.1$merged_GCF_000223965.1$KM389210",5,"GCF_000223925.1$merged_GCF_000223945.1$merged_GCF_000223965.1",1,"KM389210",1,49008,"c(39, 25, 12, 10, 4)"
"II-C","GCF_000240545.1$merged_GCF_000240565.1$2_1168437-1206419_ADAA00000000_PHAGE_Thermo_THSA_485A",2,"GCF_000240545.1$merged_GCF_000240565.1",1,"2_1168437-1206419_ADAA00000000_PHAGE_Thermo_THSA_485A",1,3341,"c(6, 3)"
"II-C","GCF_000240625.1$merged_GCF_000386585.2$1_451581-485639_CP003909_PHAGE_Thermo_THSA_485A_NC_018264(3)",2,"GCF_000240625.1$merged_GCF_000386585.2",1,"1_451581-485639_CP003909_PHAGE_Thermo_THSA_485A_NC_018264(3)",1,24198,"c(3, 2)"
"I-B","GCF_000255575.1$merged_GCF_000255615.2$2_3276652-3311049_ABVG00000000_PHAGE_Lactob_KC5a$RevComp$",3,"GCF_000255575.1$merged_GCF_000255615.2",1,"2_3276652-3311049_ABVG00000000_PHAGE_Lactob_KC5a$RevComp$",1,21693,"c(53, 26, 15)"
"I-F","GCF_000259025.1$merged_GCF_000271365.1$6_4949864-5081827_CP007399.1_PHAGE_Escher_ep3_NC_025430(10)",2,"GCF_000259025.1$merged_GCF_000271365.1",1,"6_4949864-5081827_CP007399.1_PHAGE_Escher_ep3_NC_025430(10)",1,19524,"c(9, 5)"
"II-C","GCF_000261025.1$merged_GCF_001548195.1$7000000394_____SRS019607_WUGC_scaffold_47797",3,"GCF_000261025.1$merged_GCF_001548195.1",1,"7000000394_____SRS019607_WUGC_scaffold_47797",1,34244,"c(38, 29, 21)"
"I-E","GCF_000272955.1$merged_GCF_000483675.1$merged_GCF_000272935.1$8_2797168-2845824_HF937208.1_PHAGE_Gifsy_1(37)",2,"GCF_000272955.1$merged_GCF_000483675.1$merged_GCF_000272935.1",1,"8_2797168-2845824_HF937208.1_PHAGE_Gifsy_1(37)",1,37662,"c(17, 11)"
"I-E","GCF_000272955.1$merged_GCF_000272935.1$17_4688033-4809467_ADAV00000000_PHAGE_Entero_P1$RevComp$",2,"GCF_000272955.1$merged_GCF_000272935.1",1,"17_4688033-4809467_ADAV00000000_PHAGE_Entero_P1$RevComp$",1,34293,"c(17, 11)"
"I-C","GCF_000277915.1$merged_GCF_000277895.1$4_1771570-1782290_CP003778.1_PHAGE_Stenot_phiSMA7_NC_021569(6)",2,"GCF_000277915.1$merged_GCF_000277895.1",1,"4_1771570-1782290_CP003778.1_PHAGE_Stenot_phiSMA7_NC_021569(6)",1,6730,"c(31, 30)"
"II-A","GCF_000281195.1$merged_GCF_000390745.1$1_128455-169704_AEBL00000000_PHAGE_Entero_phiEf11$RevComp$",2,"GCF_000281195.1$merged_GCF_000390745.1",1,"1_128455-169704_AEBL00000000_PHAGE_Entero_phiEf11$RevComp$",1,12277,"c(9, 8)"
"I-C","GCF_001271345.1$merged_GCF_000283095.1$3300004093_____Ga0065178_100350",2,"GCF_001271345.1$merged_GCF_000283095.1",1,"3300004093_____Ga0065178_100350",1,15280,"c(4, 1)"
"II-C","GCF_000524275.1$merged_GCF_000286475.1$7000000505_____SRS016039_WUGC_scaffold_1365",5,"GCF_000524275.1$merged_GCF_000286475.1",1,"7000000505_____SRS016039_WUGC_scaffold_1365",1,24838,"c(10, 8, 7, 6, 5)"
"II-C","GCF_000286475.1$merged_GCF_000524275.1$KY629621$RevComp$",4,"GCF_000286475.1$merged_GCF_000524275.1",1,"KY629621$RevComp$",1,25479,"c(14, 11, 3, 2)"
"II-A","GCF_000289315.1$merged_GCF_000288215.1$3_2227757-2263319_AEXT00000000_PHAGE_Halovi_HVTV_1$RevComp$",2,"GCF_000289315.1$merged_GCF_000288215.1",1,"3_2227757-2263319_AEXT00000000_PHAGE_Halovi_HVTV_1$RevComp$",1,3110,"c(13, 11)"
"II-A","GCF_000288355.1$merged_GCF_000290475.1$JX409894",2,"GCF_000288355.1$merged_GCF_000290475.1",1,"JX409894",3,38230,"c(5, 4)"
"II-A","GCF_000310885.1$merged_GCF_000322865.1$merged_GCF_000288475.1$merged_GCF_000288515.1$merged_GCF_000288375.1$3300014583_____Ga0169827_10191$RevComp$",2,"GCF_000310885.1$merged_GCF_000322865.1$merged_GCF_000288475.1$merged_GCF_000288515.1$merged_GCF_000288375.1",1,"3300014583_____Ga0169827_10191$RevComp$",1,5471,"c(6, 5)"
"II-A","GCF_000288715.1$merged_GCF_000782855.1$3300014583_____Ga0169827_10145",2,"GCF_000288715.1$merged_GCF_000782855.1",1,"3300014583_____Ga0169827_10145",6,3590,"c(8, 5)"
"II-A","GCF_000289675.1$merged_GCF_000310625.1$1_347410-407396_AFRY01000001.1_PHAGE_Strept_pyogenes_315_4_NC_004587(20)",2,"GCF_000289675.1$merged_GCF_000310625.1",1,"1_347410-407396_AFRY01000001.1_PHAGE_Strept_pyogenes_315_4_NC_004587(20)",1,13574,"c(19, 18)"
"II-A","GCF_000290175.1$merged_GCF_000288075.1$merged_GCF_000290435.1$merged_GCF_000290055.1$merged_GCF_000289855.1$merged_GCF_000289915.1$merged_GCF_000289095.1$1_946097-988866_AAJO00000000_PHAGE_Strept_1",2,"GCF_000290175.1$merged_GCF_000288075.1$merged_GCF_000290435.1$merged_GCF_000290055.1$merged_GCF_000289855.1$merged_GCF_000289915.1$merged_GCF_000289095.1",1,"1_946097-988866_AAJO00000000_PHAGE_Strept_1",2,11802,"c(4, 2)"
"II-C","GCF_000293285.1$merged_GCF_000386965.2$3_638704-676460_ACIG00000000_PHAGE_Pseudo_F116",4,"GCF_000293285.1$merged_GCF_000386965.2",1,"3_638704-676460_ACIG00000000_PHAGE_Pseudo_F116",1,5507,"c(10, 8, 7, 3)"
"II-C","GCF_000293325.1$merged_GCF_000293305.1$4_1172545-1228119_CP001050_PHAGE_Ralsto_PE226$RevComp$",5,"GCF_000293325.1$merged_GCF_000293305.1",1,"4_1172545-1228119_CP001050_PHAGE_Ralsto_PE226$RevComp$",1,6232,"c(29, 28, 11, 5, 4)"
"II-C","GCF_000293345.1$merged_GCF_000293385.1$merged_GCF_000293325.1$1_989637-1031006_CP001561_PHAGE_Burkho_KS5",2,"GCF_000293345.1$merged_GCF_000293385.1$merged_GCF_000293325.1",1,"1_989637-1031006_CP001561_PHAGE_Burkho_KS5",3,23676,"c(30, 29)"
"II-C","GCF_000293345.1$merged_GCF_000293385.1$merged_GCF_000293325.1$merged_GCF_000293305.1$4_1564998-1620122_AE004969_PHAGE_Aggreg_S1249_NC_013597(3)$RevComp$",2,"GCF_000293345.1$merged_GCF_000293385.1$merged_GCF_000293325.1$merged_GCF_000293305.1",1,"4_1564998-1620122_AE004969_PHAGE_Aggreg_S1249_NC_013597(3)$RevComp$",2,19226,"c(32, 31)"
"II-C","GCF_000293345.1$merged_GCF_000293385.1$1_1135954-1176077_AEQG00000000_PHAGE_Haemop_SuMu",2,"GCF_000293345.1$merged_GCF_000293385.1",1,"1_1135954-1176077_AEQG00000000_PHAGE_Haemop_SuMu",2,11896,"c(28, 24)"
"II-C","GCF_000293385.1$merged_GCF_000293345.1$merged_GCF_000471865.1$1_780132-814471_ADAA00000000_PHAGE_Burkho_AH2",2,"GCF_000293385.1$merged_GCF_000293345.1$merged_GCF_000471865.1",1,"1_780132-814471_ADAA00000000_PHAGE_Burkho_AH2",2,12048,"c(27, 24)"
"I-F","GCF_000301815.1$merged_GCF_001485065.1$1_1224630-1245463_ACVR00000000_PHAGE_Entero_mEp235$RevComp$",2,"GCF_000301815.1$merged_GCF_001485065.1",1,"1_1224630-1245463_ACVR00000000_PHAGE_Entero_mEp235$RevComp$",2,10472,"c(116, 58)"
"I-F","GCF_000309255.1$merged_GCF_000581775.1$merged_GCF_000368525.1$1_29019-62687_AMXH00000000_PHAGE_Pelagi_HTVC010P_NC_020481(5)",2,"GCF_000309255.1$merged_GCF_000581775.1$merged_GCF_000368525.1",1,"1_29019-62687_AMXH00000000_PHAGE_Pelagi_HTVC010P_NC_020481(5)",1,23960,"c(112, 106)"
"II-A","GCF_000310285.1$merged_GCF_000322605.1$1_529557-571378_CP000259.1_PHAGE_Strept_pyogenes_315_2_NC_004585(35)$RevComp$",2,"GCF_000310285.1$merged_GCF_000322605.1",1,"1_529557-571378_CP000259.1_PHAGE_Strept_pyogenes_315_2_NC_004585(35)$RevComp$",1,37385,"c(10, 7)"
"II-A","GCF_000310385.1$merged_GCF_000322845.1$JX409894",3,"GCF_000310385.1$merged_GCF_000322845.1",1,"JX409894",3,9646,"c(15, 13, 10)"
"II-A","GCF_000310845.1$merged_GCF_000310685.1$2_600592-691064_HF952105.1_PHAGE_Strept_20617_NC_023503(14)",2,"GCF_000310845.1$merged_GCF_000310685.1",1,"2_600592-691064_HF952105.1_PHAGE_Strept_20617_NC_023503(14)",1,38890,"c(12, 10)"
"II-A","GCF_000311165.1$merged_GCF_000288195.1$1_625025-666919_AAJP00000000_PHAGE_Strept_phi3396",3,"GCF_000311165.1$merged_GCF_000288195.1",1,"1_625025-666919_AAJP00000000_PHAGE_Strept_phi3396",2,28916,"c(13, 11, 10)"
"II-A","GCF_000322485.1$merged_GCF_000310385.1$merged_GCF_000322845.1$2_298366-337011_AEQQ00000000_PHAGE_Strept_1",2,"GCF_000322485.1$merged_GCF_000310385.1$merged_GCF_000322845.1",1,"2_298366-337011_AEQQ00000000_PHAGE_Strept_1",2,11202,"c(19, 14)"
"II-A","GCF_000322485.1$merged_GCF_000322845.1$JX409895",2,"GCF_000322485.1$merged_GCF_000322845.1",1,"JX409895",1,21494,"c(16, 11)"
"II-A","GCF_000322485.1$merged_GCF_000310385.1$merged_GCF_000289075.1$merged_GCF_000323045.1$merged_GCF_000322845.1$merged_GCF_000310825.1$merged_GCF_000012705.1$merged_GCF_000289275.1$merged_GCF_000299135.1$HG424323$RevComp$",2,"GCF_000322485.1$merged_GCF_000310385.1$merged_GCF_000289075.1$merged_GCF_000323045.1$merged_GCF_000322845.1$merged_GCF_000310825.1$merged_GCF_000012705.1$merged_GCF_000289275.1$merged_GCF_000299135.1",1,"HG424323$RevComp$",1,8224,"c(21, 20)"
"II-A","GCF_000322485.1$merged_GCF_000289075.1$JX409894$RevComp$",2,"GCF_000322485.1$merged_GCF_000289075.1",1,"JX409894$RevComp$",2,4154,"c(14, 11)"
"I-E","GCF_000326685.1$merged_GCF_000358975.2$merged_GCF_000190855.1$9_4856007-4875464_CP002797.2_PHAGE_Pectob_ZF40_NC_019522(10)",2,"GCF_000326685.1$merged_GCF_000358975.2$merged_GCF_000190855.1",1,"9_4856007-4875464_CP002797.2_PHAGE_Pectob_ZF40_NC_019522(10)",1,10014,"c(11, 10)"
"I-E","GCF_000326685.1$merged_GCF_000358975.2$merged_GCF_000194415.1$merged_GCF_000352585.1$7_2261815-2308960_AP009240.1_PHAGE_Pectob_ZF40_NC_019522(11)",2,"GCF_000326685.1$merged_GCF_000358975.2$merged_GCF_000194415.1$merged_GCF_000352585.1",1,"7_2261815-2308960_AP009240.1_PHAGE_Pectob_ZF40_NC_019522(11)",2,25726,"c(9, 8)"
"II-C","GCF_000386425.2$merged_GCF_000327585.2$merged_GCF_000327605.2$merged_GCF_000253215.1$5_1584914-1624187_CP001050_PHAGE_Ralsto_PE226",2,"GCF_000386425.2$merged_GCF_000327585.2$merged_GCF_000327605.2$merged_GCF_000253215.1",1,"5_1584914-1624187_CP001050_PHAGE_Ralsto_PE226",1,25656,"c(17, 10)"
